word,count,probability
CONSEQUENTIAL,1,6.512536633018561e-05
CONTRACT,1,6.512536633018561e-05
Caesar,6,0.00039075219798111367
Campbell,1,6.512536633018561e-05
Cantor,1,6.512536633018561e-05
Cassio,28,0.001823510257245197
Cf,1,6.512536633018561e-05
Chancellor,4,0.00026050146532074245
Chapter,4,0.00026050146532074245
Charles,5,0.00032562683165092806
China,2,0.00013025073266037122
City,1,6.512536633018561e-05
Cogito,1,6.512536633018561e-05
Common,2,0.00013025073266037122
Compliance,1,6.512536633018561e-05
Consider,1,6.512536633018561e-05
Considered,1,6.512536633018561e-05
Contact,1,6.512536633018561e-05
Continental,1,6.512536633018561e-05
Contributions,1,6.512536633018561e-05
Copyright,1,6.512536633018561e-05
Creating,1,6.512536633018561e-05
D,2,0.00013025073266037122
DAMAGE,1,6.512536633018561e-05
DAMAGES,2,0.00013025073266037122
DESCRIPTION,1,6.512536633018561e-05
DIRECT,1,6.512536633018561e-05
DISCLAIMER,1,6.512536633018561e-05
DISTRIBUTE,1,6.512536633018561e-05
DISTRIBUTOR,1,6.512536633018561e-05
DONATIONS,1,6.512536633018561e-05
December,1,6.512536633018561e-05
Defect,1,6.512536633018561e-05
"Defects,",1,6.512536633018561e-05
Degrees,1,6.512536633018561e-05
Derivative,1,6.512536633018561e-05
Descartes,6,0.00039075219798111367
Desdemona,25,0.0016281341582546401
Desdemona's,7,0.0004558775643112992
Despite,1,6.512536633018561e-05
Dialogues,2,0.00013025073266037122
Do,4,0.00026050146532074245
Domestic,1,6.512536633018561e-05
Donations,2,0.00013025073266037122
E,1,6.512536633018561e-05
EBOOK,2,0.00013025073266037122
EIN,1,6.512536633018561e-05
END,1,6.512536633018561e-05
ERROR,1,6.512536633018561e-05
EVEN,1,6.512536633018561e-05
EXCEPT,1,6.512536633018561e-05
EXISTENCE,1,6.512536633018561e-05
EXPRESS,1,6.512536633018561e-05
Earth,1,6.512536633018561e-05
East,1,6.512536633018561e-05
Edinburgh,9,0.0005861282969716704
Either,1,6.512536633018561e-05
Email,1,6.512536633018561e-05
Emperor,2,0.00013025073266037122
Empire,5,0.00032562683165092806
End,1,6.512536633018561e-05
England,1,6.512536633018561e-05
English,1,6.512536633018561e-05
Enquiry,1,6.512536633018561e-05
Ethics,1,6.512536633018561e-05
Euclid's,1,6.512536633018561e-05
Euclidean,2,0.00013025073266037122
Europe,1,6.512536633018561e-05
Even,1,6.512536633018561e-05
Every,3,0.00019537609899055683
Everything,2,0.00013025073266037122
Exactly,1,6.512536633018561e-05
Except,2,0.00013025073266037122
Experience,2,0.00013025073266037122
FALSEHOOD,1,6.512536633018561e-05
FITNESS,1,6.512536633018561e-05
FOR,3,0.00019537609899055683
FOUNDATION,1,6.512536633018561e-05
FULL,2,0.00013025073266037122
Few,1,6.512536633018561e-05
First,1,6.512536633018561e-05
Food,1,6.512536633018561e-05
For,21,0.0013676326929338977
Formerly,1,6.512536633018561e-05
Foundation,20,0.0013025073266037122
Foundation.,1,6.512536633018561e-05
Foundation’s,3,0.00019537609899055683
French,2,0.00013025073266037122
From,2,0.00013025073266037122
Full,1,6.512536633018561e-05
Further,2,0.00013025073266037122
Future,1,6.512536633018561e-05
G,1,6.512536633018561e-05
GENERAL,1,6.512536633018561e-05
GIVE,1,6.512536633018561e-05
GUTENBERG,4,0.00026050146532074245
General,3,0.00019537609899055683
Georg,1,6.512536633018561e-05
George,1,6.512536633018561e-05
German,8,0.0005210029306414849
Germany,2,0.00013025073266037122
Gilbert,1,6.512536633018561e-05
God,8,0.0005210029306414849
God's,2,0.00013025073266037122
Going,1,6.512536633018561e-05
Gordon,1,6.512536633018561e-05
Granted,1,6.512536633018561e-05
Greek,2,0.00013025073266037122
Greeks,1,6.512536633018561e-05
Gutenberg,83,0.005405405405405406
Gutenberg's,1,6.512536633018561e-05
Gutenberg™’s,1,6.512536633018561e-05
HAVE,1,6.512536633018561e-05
HOW,1,6.512536633018561e-05
Hart,1,6.512536633018561e-05
Has,1,6.512536633018561e-05
Have,1,6.512536633018561e-05
Having,3,0.00019537609899055683
He,13,0.0008466297622924129
Hegel,7,0.0004558775643112992
Hegel's,1,6.512536633018561e-05
Hence,34,0.0022142624552263105
Henry,1,6.512536633018561e-05
Here,8,0.0005210029306414849
His,6,0.00039075219798111367
Home,1,6.512536633018561e-05
How,3,0.00019537609899055683
However,1,6.512536633018561e-05
Human,1,6.512536633018561e-05
Hume,6,0.00039075219798111367
Hume's,1,6.512536633018561e-05
Hume--maintained,1,6.512536633018561e-05
Hylas,3,0.00019537609899055683
I,149,0.009703679583197655
I's,2,0.00013025073266037122
IDEALISM,1,6.512536633018561e-05
IF,1,6.512536633018561e-05
II,1,6.512536633018561e-05
III,1,6.512536633018561e-05
IMPLIED,1,6.512536633018561e-05
IN,1,6.512536633018561e-05
INCIDENTAL,1,6.512536633018561e-05
INCLUDING,1,6.512536633018561e-05
INDEMNITY,1,6.512536633018561e-05
INDIRECT,1,6.512536633018561e-05
INDUCTION,1,6.512536633018561e-05
INTUITIVE,1,6.512536633018561e-05
IRS,1,6.512536633018561e-05
IS,1,6.512536633018561e-05
IV,3,0.00019537609899055683
IX,2,0.00013025073266037122
Idea,2,0.00013025073266037122
Idealists,1,6.512536633018561e-05
Ides,1,6.512536633018561e-05
If,79,0.005144903940084663
Immanuel,1,6.512536633018561e-05
In,104,0.006773038098339303
Indeed,1,6.512536633018561e-05
Information,5,0.00032562683165092806
Instances,1,6.512536633018561e-05
Instead,1,6.512536633018561e-05
Internal,1,6.512536633018561e-05
International,1,6.512536633018561e-05
Introduction,1,6.512536633018561e-05
Is,7,0.0004558775643112992
It,120,0.007815043959622273
Its,2,0.00013025073266037122
J,1,6.512536633018561e-05
Jones,7,0.0004558775643112992
Judgements,1,6.512536633018561e-05
Judging,1,6.512536633018561e-05
Julius,6,0.00039075219798111367
June,1,6.512536633018561e-05
Just,1,6.512536633018561e-05
KIND,1,6.512536633018561e-05
KNOWLEDGE,8,0.0005210029306414849
Kant,19,0.0012373819602735266
Kant's,6,0.00039075219798111367
Kantian,1,6.512536633018561e-05
Keener,1,6.512536633018561e-05
Keynes,1,6.512536633018561e-05
King,3,0.00019537609899055683
King's,1,6.512536633018561e-05
Knowledge,4,0.00026050146532074245
Königsberg,1,6.512536633018561e-05
LIABILITY,1,6.512536633018561e-05
LIABLE,1,6.512536633018561e-05
LICENSE,2,0.00013025073266037122
LIMITED,3,0.00019537609899055683
LIMITS,1,6.512536633018561e-05
Lake,1,6.512536633018561e-05
Language,1,6.512536633018561e-05
Latin,1,6.512536633018561e-05
Laws,1,6.512536633018561e-05
Leaving,1,6.512536633018561e-05
Leibniz,7,0.0004558775643112992
Leibniz--maintained,1,6.512536633018561e-05
Let,8,0.0005210029306414849
Library,1,6.512536633018561e-05
License,10,0.0006512536633018561
Light,1,6.512536633018561e-05
Like,1,6.512536633018561e-05
Literary,13,0.0008466297622924129
Locke,1,6.512536633018561e-05
London,10,0.0006512536633018561
M,1,6.512536633018561e-05
MATTER,2,0.00013025073266037122
MERCHANTABILITY,1,6.512536633018561e-05
Man,2,0.00013025073266037122
Many,5,0.00032562683165092806
March,1,6.512536633018561e-05
Mathematics,1,6.512536633018561e-05
Meditations,1,6.512536633018561e-05
Memories,1,6.512536633018561e-05
Metaphysic,1,6.512536633018561e-05
Michael,1,6.512536633018561e-05
Minister,3,0.00019537609899055683
Minister's,3,0.00019537609899055683
Mission,1,6.512536633018561e-05
Mississippi,1,6.512536633018561e-05
Monadology,1,6.512536633018561e-05
Moore,1,6.512536633018561e-05
Moreover,4,0.00026050146532074245
Most,5,0.00032562683165092806
Mr,4,0.00026050146532074245
Murray,1,6.512536633018561e-05
My,2,0.00013025073266037122
N,1,6.512536633018561e-05
NATURE,1,6.512536633018561e-05
NEGLIGENCE,1,6.512536633018561e-05
NO,2,0.00013025073266037122
NOT,2,0.00013025073266037122
NOTE,1,6.512536633018561e-05
NOTICE,1,6.512536633018561e-05
Nearly,1,6.512536633018561e-05
Neglecting,1,6.512536633018561e-05
Nevertheless,3,0.00019537609899055683
Newton's,1,6.512536633018561e-05
No,2,0.00013025073266037122
Nor,1,6.512536633018561e-05
North,1,6.512536633018561e-05
Not,1,6.512536633018561e-05
Nothing,3,0.00019537609899055683
Now,14,0.0009117551286225985
Nowhere,1,6.512536633018561e-05
OF,20,0.0013025073266037122
ON,4,0.00026050146532074245
OPINION,1,6.512536633018561e-05
OR,6,0.00039075219798111367
OTHER,1,6.512536633018561e-05
OUR,2,0.00013025073266037122
OWNER,1,6.512536633018561e-05
Obviously,1,6.512536633018561e-05
Of,4,0.00026050146532074245
Often,1,6.512536633018561e-05
On,7,0.0004558775643112992
One,7,0.0004558775643112992
Only,1,6.512536633018561e-05
Opposition,1,6.512536633018561e-05
Or,1,6.512536633018561e-05
Othello,18,0.001172256593943341
Othello's,2,0.00013025073266037122
Other,3,0.00019537609899055683
Our,14,0.0009117551286225985
PARAGRAPH,1,6.512536633018561e-05
PG,1,6.512536633018561e-05
PGLAF,1,6.512536633018561e-05
PHILOSOPHICAL,1,6.512536633018561e-05
PHILOSOPHY,4,0.00026050146532074245
PLEASE,1,6.512536633018561e-05
POSSIBILITY,1,6.512536633018561e-05
POSSIBLE,1,6.512536633018561e-05
PREFACE,1,6.512536633018561e-05
PRINCIPLES,1,6.512536633018561e-05
PRIORI,1,6.512536633018561e-05
PROBABLE,1,6.512536633018561e-05
PROBLEMS,3,0.00019537609899055683
PROJECT,4,0.00026050146532074245
PROVIDED,1,6.512536633018561e-05
PUNITIVE,1,6.512536633018561e-05
PURPOSE,1,6.512536633018561e-05
Perhaps,1,6.512536633018561e-05
Philonous,3,0.00019537609899055683
Philosophic,2,0.00013025073266037122
Philosophical,1,6.512536633018561e-05
Philosophy,9,0.0005861282969716704
Physical,2,0.00013025073266037122
Plain,2,0.00013025073266037122
Plato,8,0.0005210029306414849
Plato's,3,0.00019537609899055683
Please,1,6.512536633018561e-05
Prime,6,0.00039075219798111367
Principles,1,6.512536633018561e-05
Problems,3,0.00019537609899055683
Produced,1,6.512536633018561e-05
Professor,2,0.00013025073266037122
Project,85,0.005535656138065777
Prolegomena,1,6.512536633018561e-05
Pronouns,1,6.512536633018561e-05
Prussia,1,6.512536633018561e-05
READ,1,6.512536633018561e-05
REALITY,1,6.512536633018561e-05
REFUND,1,6.512536633018561e-05
REMEDIES,1,6.512536633018561e-05
REPLACEMENT,1,6.512536633018561e-05
RIGHT,1,6.512536633018561e-05
Rationalists,1,6.512536633018561e-05
Reality,2,0.00013025073266037122
Redistributing,1,6.512536633018561e-05
Redistribution,1,6.512536633018561e-05
Reflection,1,6.512536633018561e-05
Refund,1,6.512536633018561e-05
Release,1,6.512536633018561e-05
Replacement,1,6.512536633018561e-05
Republic,1,6.512536633018561e-05
Returning,1,6.512536633018561e-05
Revenue,1,6.512536633018561e-05
Revolution,1,6.512536633018561e-05
Right,1,6.512536633018561e-05
Robinson,6,0.00039075219798111367
Roman,1,6.512536633018561e-05
Royalty,2,0.00013025073266037122
Russell,3,0.00019537609899055683
S,1,6.512536633018561e-05
SEND,1,6.512536633018561e-05
START,2,0.00013025073266037122
STRICT,1,6.512536633018561e-05
SUCH,1,6.512536633018561e-05
Salt,1,6.512536633018561e-05
Sceptics,1,6.512536633018561e-05
Science,2,0.00013025073266037122
Section,7,0.0004558775643112992
Sections,1,6.512536633018561e-05
See,2,0.00013025073266037122
Seeing,1,6.512536633018561e-05
Self,15,0.0009768804949527841
Self-acquainted-with-sense-datum,1,6.512536633018561e-05
Self-assertion,1,6.512536633018561e-05
Self-evidence,1,6.512536633018561e-05
Selves,1,6.512536633018561e-05
Sense-data,1,6.512536633018561e-05
Service,1,6.512536633018561e-05
Seven,1,6.512536633018561e-05
Similar,1,6.512536633018561e-05
Similarly,8,0.0005210029306414849
Since,3,0.00019537609899055683
Sir,1,6.512536633018561e-05
Smith,6,0.00039075219798111367
So,8,0.0005210029306414849
Socrates,14,0.0009117551286225985
Solar,2,0.00013025073266037122
Some,7,0.0004558775643112992
Something,1,6.512536633018561e-05
Space,1,6.512536633018561e-05
Speaking,1,6.512536633018561e-05
Special,1,6.512536633018561e-05
Spinoza,3,0.00019537609899055683
Starting,1,6.512536633018561e-05
States,15,0.0009768804949527841
Struldbugs,1,6.512536633018561e-05
Such,17,0.0011071312276131552
Suppose,9,0.0005861282969716704
Swift,1,6.512536633018561e-05
System,1,6.512536633018561e-05
System--similarly,1,6.512536633018561e-05
THAT,2,0.00013025073266037122
THE,14,0.0009117551286225985
THIS,3,0.00019537609899055683
THOSE,1,6.512536633018561e-05
TO,2,0.00013025073266037122
TRADEMARK,1,6.512536633018561e-05
TRUTH,1,6.512536633018561e-05
Take,5,0.00032562683165092806
Taking,1,6.512536633018561e-05
Terms,2,0.00013025073266037122
That,11,0.0007163790296320417
The,195,0.012699446434386193
Their,1,6.512536633018561e-05
Then,2,0.00013025073266037122
There,29,0.0018886356235753826
These,11,0.0007163790296320417
They,11,0.0007163790296320417
Things,1,6.512536633018561e-05
This,90,0.005861282969716704
Those,1,6.512536633018561e-05
Though,1,6.512536633018561e-05
Thought,1,6.512536633018561e-05
Three,2,0.00013025073266037122
Thus,113,0.0073591663953109735
Times,1,6.512536633018561e-05
Title,1,6.512536633018561e-05
To,20,0.0013025073266037122
Truth,1,6.512536633018561e-05
Truths,1,6.512536633018561e-05
Two,3,0.00019537609899055683
U.S,7,0.0004558775643112992
UNDER,1,6.512536633018561e-05
UNIVERSALS,2,0.00013025073266037122
USE,1,6.512536633018561e-05
UT,1,6.512536633018561e-05
Under,2,0.00013025073266037122
Understanding,1,6.512536633018561e-05
Uneducated,1,6.512536633018561e-05
Unionist,4,0.00026050146532074245
United,15,0.0009768804949527841
Universals,1,6.512536633018561e-05
Universe,1,6.512536633018561e-05
University,1,6.512536633018561e-05
Unless,2,0.00013025073266037122
Unsupported,1,6.512536633018561e-05
Updated,1,6.512536633018561e-05
Use,2,0.00013025073266037122
V,1,6.512536633018561e-05
VALUE,1,6.512536633018561e-05
VI,3,0.00019537609899055683
VII,2,0.00013025073266037122
VIII,1,6.512536633018561e-05
Vanilla,2,0.00013025073266037122
Volunteers,1,6.512536633018561e-05
WARRANTIES,2,0.00013025073266037122
WARRANTY,2,0.00013025073266037122
WILL,1,6.512536633018561e-05
WITH,1,6.512536633018561e-05
WORK,1,6.512536633018561e-05
WORLD,1,6.512536633018561e-05
War,1,6.512536633018561e-05
Waterloo,1,6.512536633018561e-05
We,104,0.006773038098339303
West,1,6.512536633018561e-05
What,24,0.0015630087919244547
Whatever,4,0.00026050146532074245
When,40,0.0026050146532074245
Whenever,2,0.00013025073266037122
Where,1,6.512536633018561e-05
Wherever,1,6.512536633018561e-05
Whether,2,0.00013025073266037122
Which,1,6.512536633018561e-05
While,1,6.512536633018561e-05
Whitehead,1,6.512536633018561e-05
Whole,2,0.00013025073266037122
Why,2,0.00013025073266037122
Will,1,6.512536633018561e-05
With,2,0.00013025073266037122
X,1,6.512536633018561e-05
XI,2,0.00013025073266037122
XII,1,6.512536633018561e-05
XIII,1,6.512536633018561e-05
XIV,1,6.512536633018561e-05
XV,1,6.512536633018561e-05
YOU,6,0.00039075219798111367
Years,1,6.512536633018561e-05
Yes,2,0.00013025073266037122
Yet,6,0.00039075219798111367
York,1,6.512536633018561e-05
You,12,0.0007815043959622273
abandon,2,0.00013025073266037122
abide,1,6.512536633018561e-05
absence,2,0.00013025073266037122
absent,3,0.00019537609899055683
absolute,11,0.0007163790296320417
absolutely,4,0.00026050146532074245
abstain,1,6.512536633018561e-05
abstract,10,0.0006512536633018561
abstracted,1,6.512536633018561e-05
abstraction,4,0.00026050146532074245
abstractions,1,6.512536633018561e-05
abstractly,1,6.512536633018561e-05
absurd,5,0.00032562683165092806
absurdities,1,6.512536633018561e-05
absurdity,3,0.00019537609899055683
accept,3,0.00019537609899055683
acceptance,1,6.512536633018561e-05
accepted,4,0.00026050146532074245
accepting,4,0.00026050146532074245
accepts,1,6.512536633018561e-05
access,10,0.0006512536633018561
accessed,1,6.512536633018561e-05
accessible,1,6.512536633018561e-05
accident,1,6.512536633018561e-05
accidental,1,6.512536633018561e-05
accidents,1,6.512536633018561e-05
accompanied,1,6.512536633018561e-05
accord,1,6.512536633018561e-05
account,18,0.001172256593943341
accounted,4,0.00026050146532074245
accounting,1,6.512536633018561e-05
accurate,1,6.512536633018561e-05
accusative,1,6.512536633018561e-05
accustomed,2,0.00013025073266037122
achieve,1,6.512536633018561e-05
achieved,4,0.00026050146532074245
achieves,1,6.512536633018561e-05
acquaintance,81,0.005275154672745034
acquainted,70,0.004558775643112993
acquainted--usually,1,6.512536633018561e-05
acquiesce,1,6.512536633018561e-05
acquiescence,1,6.512536633018561e-05
acquire,5,0.00032562683165092806
acquired,2,0.00013025073266037122
acquiring,2,0.00013025073266037122
acquisition,1,6.512536633018561e-05
action,4,0.00026050146532074245
actions,2,0.00013025073266037122
active,2,0.00013025073266037122
activity,1,6.512536633018561e-05
acts,4,0.00026050146532074245
actual,27,0.0017583848909150115
acute,1,6.512536633018561e-05
adapts,1,6.512536633018561e-05
adding,1,6.512536633018561e-05
addition,8,0.0005210029306414849
additional,2,0.00013025073266037122
additions,2,0.00013025073266037122
address,1,6.512536633018561e-05
addresses,1,6.512536633018561e-05
adduced,1,6.512536633018561e-05
adequacy,1,6.512536633018561e-05
adequate,2,0.00013025073266037122
adequately,1,6.512536633018561e-05
adjectives,5,0.00032562683165092806
admirable,1,6.512536633018561e-05
admission,2,0.00013025073266037122
admit,13,0.0008466297622924129
admit--though,1,6.512536633018561e-05
admits,2,0.00013025073266037122
admitted,5,0.00032562683165092806
admitted--that,1,6.512536633018561e-05
admitting,1,6.512536633018561e-05
admixture,1,6.512536633018561e-05
adopt,6,0.00039075219798111367
advance,4,0.00026050146532074245
advanced,3,0.00019537609899055683
advances,1,6.512536633018561e-05
adversaries,1,6.512536633018561e-05
advocate,1,6.512536633018561e-05
advocated,6,0.00039075219798111367
advocates,1,6.512536633018561e-05
advocating,1,6.512536633018561e-05
aeroplanes,2,0.00013025073266037122
aesthetic,1,6.512536633018561e-05
aether,1,6.512536633018561e-05
affairs,1,6.512536633018561e-05
affections,1,6.512536633018561e-05
affirm,2,0.00013025073266037122
affirmative,1,6.512536633018561e-05
affirmed,2,0.00013025073266037122
afford,3,0.00019537609899055683
afforded,1,6.512536633018561e-05
affords,2,0.00013025073266037122
age,4,0.00026050146532074245
agent,1,6.512536633018561e-05
agree,10,0.0006512536633018561
agreeably,1,6.512536633018561e-05
agreed,4,0.00026050146532074245
agreed--the,1,6.512536633018561e-05
agreement,18,0.001172256593943341
aim,1,6.512536633018561e-05
aimed,1,6.512536633018561e-05
aims,3,0.00019537609899055683
air,5,0.00032562683165092806
akin,1,6.512536633018561e-05
alien,1,6.512536633018561e-05
alive,2,0.00013025073266037122
all-embracing,1,6.512536633018561e-05
all-important,1,6.512536633018561e-05
all-round,1,6.512536633018561e-05
allowed,1,6.512536633018561e-05
allowing,1,6.512536633018561e-05
alter,2,0.00013025073266037122
alteration,1,6.512536633018561e-05
altered,1,6.512536633018561e-05
alternate,1,6.512536633018561e-05
alternatives,1,6.512536633018561e-05
alters,1,6.512536633018561e-05
altogether,5,0.00032562683165092806
ambiguity,3,0.00019537609899055683
ambiguous,6,0.00039075219798111367
ambitious,1,6.512536633018561e-05
amend,1,6.512536633018561e-05
amply,1,6.512536633018561e-05
analogous,1,6.512536633018561e-05
analyse,1,6.512536633018561e-05
analyses,1,6.512536633018561e-05
analysing,2,0.00013025073266037122
analysis,8,0.0005210029306414849
analytic,6,0.00039075219798111367
anatomist,1,6.512536633018561e-05
angles,3,0.00019537609899055683
animal,1,6.512536633018561e-05
animals,6,0.00039075219798111367
announcement,1,6.512536633018561e-05
announces,2,0.00013025073266037122
answer,28,0.001823510257245197
answered,2,0.00013025073266037122
answering,3,0.00019537609899055683
answers,11,0.0007163790296320417
anticipate,1,6.512536633018561e-05
anticipating,1,6.512536633018561e-05
anticipation,1,6.512536633018561e-05
antithesis,3,0.00019537609899055683
anxious,2,0.00013025073266037122
anybody's,1,6.512536633018561e-05
apparent,14,0.0009117551286225985
appeal,4,0.00026050146532074245
appealing,2,0.00013025073266037122
appearance,14,0.0009117551286225985
appearances,1,6.512536633018561e-05
appeared,5,0.00032562683165092806
appearing,1,6.512536633018561e-05
appears,17,0.0011071312276131552
appetite,1,6.512536633018561e-05
applicable,12,0.0007815043959622273
application,1,6.512536633018561e-05
applications,3,0.00019537609899055683
applied,1,6.512536633018561e-05
applies,17,0.0011071312276131552
apply,9,0.0005861282969716704
applying,2,0.00013025073266037122
apportions,1,6.512536633018561e-05
apprehend,3,0.00019537609899055683
apprehended,9,0.0005861282969716704
apprehended--must,1,6.512536633018561e-05
apprehending,2,0.00013025073266037122
apprehends,1,6.512536633018561e-05
apprehension,3,0.00019537609899055683
approach,5,0.00032562683165092806
approaches,1,6.512536633018561e-05
approaching,1,6.512536633018561e-05
apt,5,0.00032562683165092806
arduous,1,6.512536633018561e-05
argue,5,0.00032562683165092806
argued,1,6.512536633018561e-05
argued--correctly,1,6.512536633018561e-05
argues,1,6.512536633018561e-05
arguing,1,6.512536633018561e-05
argument,26,0.0016932595245848258
arguments,16,0.0010420058612829698
arises,4,0.00026050146532074245
arithmetic,11,0.0007163790296320417
arithmetical,3,0.00019537609899055683
arm,3,0.00019537609899055683
arose,1,6.512536633018561e-05
arrange,1,6.512536633018561e-05
arranged,2,0.00013025073266037122
arrangement,3,0.00019537609899055683
array,1,6.512536633018561e-05
arrive,7,0.0004558775643112992
arrived,1,6.512536633018561e-05
arriving,1,6.512536633018561e-05
arrogant,1,6.512536633018561e-05
artificial,1,6.512536633018561e-05
ascertain,2,0.00013025073266037122
ascertainable,2,0.00013025073266037122
ascertained,1,6.512536633018561e-05
aspect,2,0.00013025073266037122
assassinated,1,6.512536633018561e-05
assent,2,0.00013025073266037122
assented,1,6.512536633018561e-05
assert,7,0.0004558775643112992
asserted,2,0.00013025073266037122
asserting,3,0.00019537609899055683
assertion,3,0.00019537609899055683
asserts,7,0.0004558775643112992
assigns,1,6.512536633018561e-05
assimilate,1,6.512536633018561e-05
assist,1,6.512536633018561e-05
assistance,3,0.00019537609899055683
associate,2,0.00013025073266037122
association,10,0.0006512536633018561
associations,2,0.00013025073266037122
assume,10,0.0006512536633018561
assumed,4,0.00026050146532074245
assumes,3,0.00019537609899055683
assuming,3,0.00019537609899055683
assumption,2,0.00013025073266037122
assumptions,1,6.512536633018561e-05
assurance,1,6.512536633018561e-05
assure,1,6.512536633018561e-05
assured,1,6.512536633018561e-05
astray,1,6.512536633018561e-05
astronomy,2,0.00013025073266037122
astute,4,0.00026050146532074245
ate,1,6.512536633018561e-05
atoms,1,6.512536633018561e-05
attach,2,0.00013025073266037122
attached,1,6.512536633018561e-05
attack,1,6.512536633018561e-05
attain,1,6.512536633018561e-05
attainable,1,6.512536633018561e-05
attained,2,0.00013025073266037122
attained--many,1,6.512536633018561e-05
attempt,16,0.0010420058612829698
attempted,2,0.00013025073266037122
attempts,4,0.00026050146532074245
attendant,2,0.00013025073266037122
attention,5,0.00032562683165092806
attested,1,6.512536633018561e-05
attitude,1,6.512536633018561e-05
attributing,1,6.512536633018561e-05
avoid,5,0.00032562683165092806
avoided,1,6.512536633018561e-05
avoiding,1,6.512536633018561e-05
aware,23,0.001497883425594269
aware--say,1,6.512536633018561e-05
awareness,2,0.00013025073266037122
away—you,1,6.512536633018561e-05
axioms,3,0.00019537609899055683
babies,1,6.512536633018561e-05
bad,2,0.00013025073266037122
bad--it,1,6.512536633018561e-05
